id_alumno,nombre,apellido,sexo,fecha_nacimiento,perfil_academico,especialidad,email,telefono,id_facebook,id_crea
224,Virginia,Delapaz,F,1993-07-03,licenciatura,docente,luis miguel.colunga@hotmail.com,953-827-013,74663069717771,6936995832
225,Marilu,Cuellar,M,1990-09-28,licenciatura,docente,magdalena.marrero@hotmail.com,965 828 275,31908868174981,4949364361
226,Sofia,Gallegos,M,1992-07-30,licenciatura,docente,jaime.haro@gmail.com,916 477 564,17136252457018,4488630227
227,Reina,Alcala,F,1982-04-22,licenciatura,docente,bernardo.sierra@yahoo.com,988997987,99663112083251,9412573720
228,Marco Antonio,Vigil,M,1989-01-26,licenciatura,docente,maría elena.orosco@hotmail.com,927276696,15341478864024,3776193182
229,María Luisa,Narváez,F,1991-04-11,licenciatura,docente,maría teresa.juárez@hotmail.com,903.569.367,60595365090635,6099686520
230,Florencia,Toro,M,1996-02-21,licenciatura,docente,virginia.alarcón@yahoo.com,901087609,30834705208351,2557436563
231,Isabel,Orellana,M,1986-10-17,licenciatura,docente,florencia.casas@gmail.com,945-444-702,47099130826939,7578480928
232,Roberto,Villalobos,M,1985-11-23,licenciatura,docente,débora.urías@gmail.com,905.566.835,74104958631975,9177175149
233,Samuel,Bustos,F,1996-11-12,licenciatura,docente,ester.zúñiga@hotmail.com,935-330-383,40634133726267,2303700396
234,José Eduardo,Merino,M,1989-09-06,licenciatura,docente,magdalena.peralta@yahoo.com,926-999-339,20779337740246,4366390425
235,Adela,Barreto,F,1989-08-30,licenciatura,docente,daniela.abeyta@gmail.com,967 932 622,40343487162747,8410087210
236,José María,Estrada,M,1986-08-23,licenciatura,docente,marisol.abeyta@yahoo.com,989 724 057,40799113820506,3089276037
237,Arturo,Molina,F,1995-01-26,licenciatura,docente,estela.gálvez@yahoo.com,917 027 545,17363947180639,1906308776
238,Jaime,Barrera,M,1981-12-05,licenciatura,docente,pilar.olmos@yahoo.com,964987645,86670163812188,3937777574
239,Irene,Alaniz,M,1986-06-28,licenciatura,docente,ariadna.venegas@yahoo.com,971.071.358,93572101422366,7110749705
240,Guadalupe,Rascón,F,1998-08-12,licenciatura,docente,lourdes.botello@yahoo.com,961.908.087,94595045300038,5882775336
241,Mateo,Torres,F,1986-11-18,licenciatura,docente,estela.huerta@gmail.com,999244453,47992721850706,5842062957
242,Eva,Barrientos,F,1992-11-26,licenciatura,docente,andrés.rivera@hotmail.com,948956341,81681947372122,4931500647
243,Amalia,Montes,F,1984-07-23,licenciatura,docente,florencia.parra@gmail.com,939 602 243,83161106644015,6553835441
244,Ángela,Haro,M,1993-04-18,licenciatura,docente,marco antonio.araña@gmail.com,974.310.223,29842098358960,3015334814
245,María,Valenzuela,F,1985-04-30,licenciatura,docente,marco antonio.serna@gmail.com,915.256.277,46754313514104,7040627917
246,Elena,Arroyo,M,1996-10-03,licenciatura,docente,josé emilio.anaya@gmail.com,986.068.663,94156258358918,3600424310
247,Ernesto,Salinas,F,1995-07-14,licenciatura,docente,leonor.figueroa@hotmail.com,913 027 987,55446074346229,7517479717
248,Conchita,Ureña,F,1984-04-18,licenciatura,docente,javier.agosto@hotmail.com,937.616.042,68595853332373,9875914070
249,María Luisa,Cabrera,F,1979-12-01,licenciatura,docente,pilar.pérez@hotmail.com,964615388,54624579709551,9458492669
250,Lilia,Ríos,F,1981-02-26,licenciatura,docente,mariano.girón@yahoo.com,935 328 482,20618883313989,3585055650
251,Gonzalo,Soria,F,1989-09-26,licenciatura,docente,inés.balderas@hotmail.com,915-004-007,47432969968257,6307410864
252,Graciela,Mojica,F,1996-09-07,licenciatura,docente,cristina.ontiveros@gmail.com,995-708-313,18241213243376,8642052686
253,Luis,Bahena,M,1995-04-17,licenciatura,docente,julia.casas@yahoo.com,906950333,89737367526081,8660580457
254,Juan Carlos,Saiz,M,1993-06-08,licenciatura,docente,victoria.merino@gmail.com,950-233-903,23886021080213,8747183984
255,Guillermo,Saldaña,M,1996-11-21,licenciatura,docente,manuel.ferrer@yahoo.com,916-575-905,64424418496517,8210766425
256,Juan,Macías,M,1997-07-27,licenciatura,docente,marcos.barajas@yahoo.com,968724977,40413597522871,2312265909
257,Cristian,Ortiz,M,1993-01-10,licenciatura,docente,margarita.calvillo@gmail.com,915100341,80502125343707,2495607244
258,Magdalena,Escobedo,F,1985-03-04,licenciatura,docente,catalina.verdugo@yahoo.com,977.506.945,96416147852075,2742063074
259,Julia,Sánchez,F,1997-06-02,licenciatura,docente,emilio.porras@gmail.com,916-865-882,58613158661736,1939602833
260,Miguel Ángel,Espinoza,F,1983-03-25,licenciatura,docente,norma.carrasco@hotmail.com,929.216.471,19433332623911,4846792655
261,Luisa,Jáquez,F,1996-09-06,licenciatura,docente,jaime.hidalgo@gmail.com,930809030,16679647372611,3510126719
262,Marcela,Toledo,F,1985-08-04,licenciatura,docente,andrea.terrazas@yahoo.com,914785694,54020726314969,2892328567
263,Victoria,Granados,M,1997-07-05,licenciatura,docente,víctor.malave@yahoo.com,990-734-649,89334531257879,8119383342
264,Eloisa,Ramos,M,1985-01-31,licenciatura,docente,teodoro.griego@hotmail.com,979 224 284,98552492431426,9741799448
265,Catalina,Carranza,F,1990-04-18,licenciatura,docente,josefina.alaniz@hotmail.com,971 443 689,55720711987717,5728905746
266,Pablo,Beltrán,F,1982-08-29,licenciatura,docente,miguel ángel.pabón@hotmail.com,927-316-123,61302965363762,2662276723
267,Antonio,Quintana,F,1993-11-22,licenciatura,docente,josé maría.alemán@hotmail.com,918-819-502,37490989387550,3433166493
268,Ángela,Gutiérrez,F,1982-02-26,licenciatura,docente,guillermo.leal@gmail.com,966665012,25783976056981,6676504236
269,Julio César,Valentín,F,1983-05-22,licenciatura,docente,miguel.zúñiga@hotmail.com,968 442 410,64444814878575,1611304986
270,Víctor,Girón,F,1986-05-23,licenciatura,docente,eloisa.gaytán@gmail.com,939.254.038,51426560948848,9795011937
271,Julio,Quezada,F,1993-04-28,licenciatura,docente,anita.romo@hotmail.com,929.649.753,11640852754807,5916915027
272,Eloisa,Almanza,F,1991-06-13,licenciatura,docente,margarita.escamilla@hotmail.com,972-671-149,86638332700735,7011326951
273,Germán,Briseño,M,1991-09-25,licenciatura,docente,armando.solís@hotmail.com,942 174 211,33341058569214,4438339145
274,Clemente,Ceballos,F,1993-09-22,licenciatura,docente,maría.salcedo@hotmail.com,934.061.461,94780013145749,4772073174
275,María,Vega,M,1983-01-10,licenciatura,docente,sara.gutiérrez@yahoo.com,992360078,81619998949282,9971775877
276,Antonio,Mateo,M,1995-10-15,licenciatura,docente,sara.mireles@gmail.com,952 126 602,36405323717935,1118492489
277,Eva,Chávez,M,1983-10-27,licenciatura,docente,armando.colunga@hotmail.com,970 214 606,86170480951960,6260876996
278,Manuel,Alfaro,M,1984-07-19,licenciatura,docente,ignacio.pabón@gmail.com,954-745-735,51845666470609,9120406391
279,Marcela,Olivera,F,1990-06-14,licenciatura,docente,bernardo.pulido@yahoo.com,992-300-848,70597577738102,3509713689
280,José,Castillo,F,1982-07-20,licenciatura,docente,magdalena.padilla@hotmail.com,917.158.375,92536988148141,2007106204
281,Marcos,Bueno,F,1989-10-14,licenciatura,docente,octavio.anguiano@gmail.com,979 244 181,98362367237628,2963703985
282,Ana,Sierra,F,1987-05-12,licenciatura,docente,carlos.véliz@hotmail.com,987-100-877,97233084109605,1630876478
283,Lourdes,Godínez,F,1994-09-25,licenciatura,docente,eloisa.farías@hotmail.com,963.241.141,26483173629239,1729089244
284,Estela,Oquendo,M,1995-03-30,licenciatura,docente,yolanda.cazares@hotmail.com,974708208,28430783332636,6389228120
285,Antonia,Osorio,M,1998-12-02,licenciatura,docente,reina.armenta@gmail.com,927 611 184,52229416042615,4853038863
286,Rosalia,Valladares,M,1987-01-04,licenciatura,docente,beatriz.casares@gmail.com,948-190-180,44792505594949,3868828409
287,Fernando,Alanis,F,1981-05-06,licenciatura,docente,claudio.pabón@yahoo.com,956.978.305,57303619126505,7931572725
288,Martín,Tapia,M,1988-08-04,licenciatura,docente,santiago.ramos@gmail.com,962.171.952,13179815487999,5646257990
289,María Teresa,Oquendo,M,1993-11-08,licenciatura,docente,blanca.malave@gmail.com,953 910 102,87185918358488,3582149579
290,Antonio,Regalado,F,1996-07-21,licenciatura,docente,mariano.cervantes@yahoo.com,998.242.199,40737672909250,5937194259
291,Ariadna,Mares,M,1993-04-05,licenciatura,docente,marilu.heredia@yahoo.com,945-131-830,87474242436579,4611477914
292,María Teresa,Saucedo,F,1995-10-18,licenciatura,docente,clemente.piña@yahoo.com,988.099.278,66164440582457,6345703781
293,Manuel,Palomino,F,1998-06-16,licenciatura,docente,lucia.rivera@hotmail.com,943-878-693,17843951887782,2167769360
294,Rodrigo,Ramírez,M,1986-03-16,licenciatura,docente,ramiro.fierro@yahoo.com,900828641,89832050214761,8653778839
295,Silvia,Borrego,M,1987-05-06,licenciatura,docente,gregorio.reyna@yahoo.com,972315724,12709298668711,9262414082
296,Miguel,Mayorga,M,1984-12-17,licenciatura,docente,josé.farías@hotmail.com,952 627 260,66686734885529,3727759370
297,Estela,Miranda,M,1988-05-05,licenciatura,docente,anita.granado@yahoo.com,970560558,43884475884432,4667218142
298,Mateo,Orellana,F,1996-10-21,licenciatura,docente,blanca.vázquez@yahoo.com,967.864.001,31104775901670,7676013426
299,Eloisa,Rentería,M,1999-04-04,licenciatura,docente,gilberto.valdés@yahoo.com,918 767 030,77788114788081,5432170907
300,Mateo,Jurado,M,1989-08-16,licenciatura,docente,luz.cepeda@yahoo.com,921-937-583,98693826030230,8329231691
301,Raúl,Olmos,F,1980-08-01,licenciatura,docente,bernardo.medina@hotmail.com,964 006 810,43321310557221,3556340447
302,Débora,Barrientos,M,1985-08-12,licenciatura,docente,magdalena.hernandes@yahoo.com,960707976,25151399850669,4180929273
303,Ana María,Laboy,M,1998-07-05,licenciatura,docente,elvira.partida@gmail.com,952-615-199,94231574816270,8135905148
304,Francisco,Campos,M,1985-11-25,licenciatura,docente,alejandra.mireles@yahoo.com,920-865-816,51928574051671,6829810845
305,Victoria,Villarreal,F,1983-09-06,licenciatura,docente,joaquín.corral@yahoo.com,900.863.458,48690551513029,7084726902
306,Bernardo,Alonzo,F,1999-02-20,licenciatura,docente,luis.laboy@hotmail.com,991475024,88061757465371,4138989483
307,Daniel,Montenegro,M,1996-10-31,licenciatura,docente,víctor.montoya@hotmail.com,983186797,68175875662704,9527963677
308,Pedro,Flores,F,1987-06-22,licenciatura,docente,sancho.adorno@gmail.com,995-208-758,99402175860471,3692748988
309,Ana,Carrillo,M,1997-07-31,licenciatura,docente,eloisa.vigil@gmail.com,985836482,90763459886552,7361947416
310,Cecilia,Bañuelos,M,1983-03-20,licenciatura,docente,débora.anguiano@yahoo.com,959944940,71122403121880,8894256952
311,Pablo,Carrion,M,1984-08-04,licenciatura,docente,pilar.solano@gmail.com,950 863 796,21948546626431,2112922438
312,Mónica,Sanches,M,1998-11-20,licenciatura,docente,andrés.zavala@yahoo.com,948-327-230,94203743310087,5752586443
313,Lorenzo,Dueñas,M,1998-06-21,licenciatura,docente,yolanda.becerra@gmail.com,950426911,12178828925501,6181670624
314,Ernesto,Gil,F,1989-07-27,licenciatura,docente,gloria.hernández@yahoo.com,952 622 597,61571882995071,4692764610
315,Julio,Sanches,M,1994-12-09,licenciatura,docente,octavio.alcaraz@gmail.com,994082805,50020886061745,4853136454
316,Andrés,Barraza,M,1988-08-30,licenciatura,docente,carolina.carrera@hotmail.com,918-178-859,95661350578516,2835703997
317,Marilu,Godínez,M,1989-04-28,licenciatura,docente,joaquín.orosco@gmail.com,952 759 534,53899860477702,6076911453
318,Armando,Quiñones,M,1994-03-23,licenciatura,docente,leticia.matías@hotmail.com,903 551 500,43974718530434,7596676451
319,Diana,Olivárez,F,1991-04-16,licenciatura,docente,pedro.cano@gmail.com,993031264,87187499514077,4108866406
320,Antonio,Curiel,M,1992-07-07,licenciatura,docente,ramón.atencio@hotmail.com,999 270 768,64470322562538,1570690292
321,Patricio,González,M,1979-10-20,licenciatura,docente,manuela.sisneros@yahoo.com,903.139.785,73575029091939,4697371823
322,Lola,Garrido,M,1987-05-31,licenciatura,docente,josé.téllez@hotmail.com,981 117 005,10672531092039,1585257199
323,César,Bahena,F,1990-04-30,licenciatura,docente,alejandra.madrigal@hotmail.com,928394305,40437375780557,9597412764
324,Martín,Montañez,F,1980-08-15,licenciatura,docente,francisca.borrego@gmail.com,947087623,94635697642072,2044902695
325,Andrea,de Jesús,F,1998-09-21,licenciatura,docente,marcela.apodaca@gmail.com,975-931-334,97481894074587,2724629202
326,Alfonso,Olivo,F,1989-01-20,licenciatura,docente,antonio.rael@yahoo.com,990.817.136,94017426241432,9284729851
327,Lilia,Velázquez,F,1997-07-20,licenciatura,docente,daniela.de anda@hotmail.com,933-758-222,38113823959570,2999861892
328,Benjamín,Carrasco,F,1987-06-12,licenciatura,docente,andrea.toledo@gmail.com,994-083-777,87145987977782,8040533641
329,Natalia,Reséndez,M,1993-08-07,licenciatura,docente,ángela.salazar@hotmail.com,992 195 832,38305237638082,4136666425
330,Esperanza,Salinas,F,1992-05-08,licenciatura,docente,isabel.curiel@yahoo.com,934.486.231,16295037705274,8253293598
331,Diana,Camacho,M,1988-03-06,licenciatura,docente,ramona.garay@hotmail.com,948.870.963,51869431405341,9521959051
332,Lucas,Díaz,F,1980-04-30,licenciatura,docente,francisco.cornejo@hotmail.com,946-643-412,74210978317542,4286483752
333,Manuel,Godoy,F,1998-12-04,licenciatura,docente,bernardo.yáñez@yahoo.com,916803938,35207092003815,5559390879
334,Débora,Alarcón,F,1996-04-07,licenciatura,docente,jesús.almonte@yahoo.com,950-730-282,64081566704091,6419672950
335,Adán,Granado,F,1998-11-10,licenciatura,docente,margarita.méndez@gmail.com,977428772,16056138094987,7510481774
336,Ana Luisa,Soliz,F,1986-04-25,licenciatura,docente,daniela.leiva@hotmail.com,961427845,32467586780823,2042995859
337,Ana,Nieto,M,1987-06-26,licenciatura,docente,andrés.briones@hotmail.com,911-832-918,12199149834382,7990917403
338,Hugo,Amaya,F,1991-07-28,licenciatura,docente,andrés.solorio@hotmail.com,924 947 737,29952701538354,7825027183
339,Pedro,Cervántez,M,1998-11-05,licenciatura,docente,graciela.coronado@yahoo.com,907605730,71473885588160,5264770787
340,Mariana,Cruz,M,1996-08-23,licenciatura,docente,emilia.curiel@hotmail.com,923.468.852,68089986347663,7662946240
341,María Cristina,Treviño,F,1996-06-23,licenciatura,docente,marcos.chapa@yahoo.com,950640385,48011883475614,3602699890
342,Óscar,Haro,M,1995-06-19,licenciatura,docente,lucas.ruiz@yahoo.com,905 956 215,73182333850977,9576981696
343,Víctor,Longoria,F,1982-03-28,licenciatura,docente,teresa.bustos@gmail.com,920-708-223,81615191858871,3277407638
344,Claudio,Rocha,F,1980-07-09,licenciatura,docente,benjamín.zarate@hotmail.com,979 384 208,56912958040745,6927489069
345,Pablo,Solorio,M,1989-12-08,licenciatura,docente,conchita.lugo@gmail.com,923-813-253,79556145562651,7700055729
346,Tomás,Chapa,F,1997-06-16,licenciatura,docente,blanca.zamora@gmail.com,952-208-922,92459829890462,9531131318
347,Víctor,Garrido,F,1990-08-26,licenciatura,docente,nicolás.farías@yahoo.com,951751632,44949567999768,1769022552
348,Benito,Aragón,F,1981-10-01,licenciatura,docente,micaela.pedroza@yahoo.com,989-433-579,28407047030813,9498029637
349,Cristina,Zamudio,M,1981-05-08,licenciatura,docente,diego.palacios@yahoo.com,982881418,36921374559190,6688155387
350,Berta,Ávila,M,1985-03-25,licenciatura,docente,agustín.montalvo@gmail.com,974.201.829,57754378970643,9803692982
351,Germán,Zayas,F,1993-08-28,licenciatura,docente,ignacio.valdez@gmail.com,989.833.111,34206562102412,2119713170
352,Irene,Delafuente,M,1986-10-01,licenciatura,docente,amalia.naranjo@hotmail.com,983 761 922,10218784786816,4122575621
353,Josefina,Candelaria,M,1995-08-28,licenciatura,docente,javier.olmos@hotmail.com,906 487 892,78674281365859,4388418207
354,Laura,Rivero,M,1983-04-25,licenciatura,docente,pedro.cantú@gmail.com,974 454 559,61330415243010,6220066556
355,Guadalupe,Nazario,F,1985-12-24,licenciatura,docente,francisco.almanza@hotmail.com,995.752.115,40560680611405,3061410560
356,Gabriel,Vigil,M,1980-04-28,licenciatura,docente,elena.alanis@hotmail.com,962891179,22272745843212,9358858975
357,Carla,Zavala,F,1983-12-10,licenciatura,docente,isabel.linares@hotmail.com,917531623,87160047945036,3352345710
358,Pilar,Gracia,F,1993-07-05,licenciatura,docente,andrés.torres@gmail.com,969 596 361,44272687231277,6684247977
359,Claudia,Briseño,F,1981-03-03,licenciatura,docente,lucas.ornelas@hotmail.com,946578690,87737619609601,7716367260
360,Carla,Alicea,M,1983-06-24,licenciatura,docente,teresa.pedroza@yahoo.com,975 328 326,67616258436641,7480130526
361,Mercedes,Granado,F,1994-08-14,licenciatura,docente,mariano.bahena@yahoo.com,999-553-406,73084601508229,5994228811
362,Verónica,Pabón,M,1982-07-18,licenciatura,docente,mateo.avilés@gmail.com,996-761-853,14927957449334,3284917501
363,Florencia,Escamilla,M,1983-10-05,licenciatura,docente,diana.riojas@hotmail.com,947-892-873,25889631455689,1904184279
364,Carolina,Méndez,F,1998-11-17,licenciatura,docente,arturo.velázquez@gmail.com,993.761.477,55379656700171,6935328012
365,Francisco,Coronado,M,1998-02-03,licenciatura,docente,pablo.roque@gmail.com,927.064.538,11008825361951,3005225732
366,Mónica,Salinas,F,1984-09-01,licenciatura,docente,conchita.linares@hotmail.com,966812790,74283569837506,9388371937
367,Isabela,Torres,M,1988-02-13,licenciatura,docente,francisco.rosas@gmail.com,964 157 961,98836849847957,4172669456
368,Carlos,Medina,F,1994-05-26,licenciatura,docente,rocio.carrera@yahoo.com,918-851-456,24869481461766,6779985169
369,Cristina,Ortega,F,1995-04-06,licenciatura,docente,miguel.quiñónez@hotmail.com,944.164.423,71203485398592,7069794400
370,Jacobo,Murillo,F,1979-12-12,licenciatura,docente,caridad.rivero@gmail.com,938-185-089,60917003612707,3888555689
371,Beatriz,Esparza,F,1983-11-11,licenciatura,docente,marcos.botello@hotmail.com,911752023,99223114890426,1619303742
372,Ariadna,Coronado,F,1994-05-17,licenciatura,docente,elsa.pacheco@yahoo.com,925938592,85720779280000,3421911069
373,Samuel,Santillán,M,1991-07-16,licenciatura,docente,maría luisa.cepeda@hotmail.com,924.421.144,54911230237011,1675029881
374,Hugo,Beltrán,M,1986-06-01,licenciatura,docente,manuel.benítez@yahoo.com,989 946 171,55358964481333,7216168471
375,Manuela,Arteaga,M,1991-12-19,licenciatura,docente,ana luisa.razo@gmail.com,930 975 818,39097384336583,5728227312
376,Jorge Luis,Tapia,F,1981-09-29,licenciatura,docente,ricardo.saldivar@hotmail.com,950 413 948,37421249384350,5533437192
377,José,Gaitán,M,1985-06-08,licenciatura,docente,germán.castillo@gmail.com,911 791 773,88804575396988,6915441485
378,Rocio,Mendoza,F,1990-09-04,licenciatura,docente,sara.cintrón@yahoo.com,981 524 554,76621343265993,8911782307
379,Catalina,Carrion,M,1994-02-23,licenciatura,docente,luisa.ocasio@yahoo.com,943736490,25243432848020,6342653816
380,Marisol,León,F,1992-10-12,licenciatura,docente,elvira.carrillo@yahoo.com,957739945,86873560383745,3048309175
381,Verónica,Medina,M,1987-04-20,licenciatura,docente,felipe.apodaca@hotmail.com,920.126.439,62315893567567,3796074384
382,Lucia,García,M,1988-12-18,licenciatura,docente,mayte.delgadillo@yahoo.com,913.211.475,92222335030209,7076302586
383,Marcela,Zavala,F,1993-09-03,licenciatura,docente,silvia.quiñones@yahoo.com,906 377 455,17743943435420,8108889443
384,Bernardo,Baeza,M,1984-06-22,licenciatura,docente,gerardo.figueroa@gmail.com,959-562-303,19488083149514,4617756865
385,Clara,Chapa,F,1981-09-12,licenciatura,docente,david.ordóñez@hotmail.com,940 537 979,27106790624962,1530230212
386,Hernán,Posada,F,1983-03-24,licenciatura,docente,mónica.prado@yahoo.com,954.255.702,25163765530171,6192462021
387,Lorena,Garibay,M,1999-05-15,licenciatura,docente,agustín.alcaraz@hotmail.com,957.986.461,57713535925644,1684604716
388,Emilia,Hidalgo,M,1991-10-16,licenciatura,docente,agustín.verdugo@hotmail.com,978-670-416,53400995756251,9131344467
389,Cecilia,Muñoz,F,1987-11-21,licenciatura,docente,mariana.tamayo@yahoo.com,999.279.993,44817800877408,2873478283
390,Roberto,Carranza,M,1985-03-12,licenciatura,docente,ester.fajardo@gmail.com,946.778.423,88726238744818,3645273771
391,Jorge,Arguello,M,1990-02-24,licenciatura,docente,gilberto.pichardo@gmail.com,983.778.525,64884133127196,2421299762
392,Rosario,Maldonado,F,1989-05-24,licenciatura,docente,josé emilio.urbina@hotmail.com,977.785.036,95496707289441,4034529361
393,Octavio,Jasso,M,1994-05-31,licenciatura,docente,concepción.leal@hotmail.com,917.097.584,68121120632767,9706190139
394,Marcos,Ceja,F,1990-02-04,licenciatura,docente,federico.espinosa@gmail.com,905.305.750,60619109865441,6994930841
395,Maricarmen,Negrete,M,1992-04-05,licenciatura,docente,clara.narváez@yahoo.com,921453643,38548069594398,6532520423
396,Hernán,Morales,F,1992-07-04,licenciatura,docente,diego.carrion@gmail.com,931540297,25383566265487,4385809855
397,Elisa,Merino,M,1988-08-10,licenciatura,docente,rodrigo.zelaya@yahoo.com,944130826,55759201824308,8948236723
398,Verónica,Páez,F,1985-08-11,licenciatura,docente,eva.alba@hotmail.com,993947836,22745758167081,8934640961
399,Santiago,Véliz,M,1980-10-07,licenciatura,docente,antonia.bétancourt@gmail.com,912 585 430,66097770392533,9209181257
400,Cristina,Ávalos,F,1990-06-06,licenciatura,docente,pilar.paredes@gmail.com,930 091 536,48968045570476,1720485215
401,Miguel,Ponce,F,1992-03-31,licenciatura,docente,elisa.arredondo@hotmail.com,932.010.008,32625224279237,5034503278
402,Carla,Razo,F,1991-11-07,licenciatura,docente,maría eugenia.arredondo@hotmail.com,901376995,23498366646581,7554009057
403,Norma,Pagan,M,1986-04-02,licenciatura,docente,felipe.quiñónez@hotmail.com,953 533 746,68691137774728,6719474838
404,Dolores,Escobedo,M,1993-06-04,licenciatura,docente,josé.robles@hotmail.com,933 797 980,31988207238480,6382752667
405,Gloria,Polanco,F,1990-07-29,licenciatura,docente,virginia.caldera@gmail.com,986337690,37153594887775,2243394262
406,Antonio,Calvillo,F,1985-09-03,licenciatura,docente,dorotea.tovar@gmail.com,932605422,56983173986588,9122075462
407,Guadalupe,Cordero,F,1985-12-15,licenciatura,docente,felipe.cruz@gmail.com,940791617,31964600042838,4324114492
408,Lola,Guzmán,M,1997-05-29,licenciatura,docente,anita.ponce@yahoo.com,944.177.970,39926110909675,7764796837
409,Virginia,Valdés,F,1998-01-16,licenciatura,docente,marisol.cortés@yahoo.com,960.827.579,19389795747914,1374382555
410,Eduardo,Cavazos,F,1985-03-11,licenciatura,docente,tomás.caraballo@gmail.com,986646561,11159219107911,8037914128
411,Hernán,Arreola,M,1992-07-21,licenciatura,docente,guillermo.sandoval@yahoo.com,975815660,88517360329036,6352934416
412,José Luis,Covarrubias,F,1996-12-26,licenciatura,docente,juana.jurado@gmail.com,979221397,19978754591623,5480200156
413,Alejandro,Guerra,F,1996-05-07,licenciatura,docente,rafael.otero@gmail.com,957-719-181,98518180796890,1615836356
414,Verónica,Pacheco,F,1998-11-12,licenciatura,docente,isabel.sedillo@gmail.com,959-692-541,76829368531028,6870529592
415,Timoteo,Pizarro,M,1991-08-21,licenciatura,docente,diana.cuellar@yahoo.com,985-371-159,15439212079541,6768319424
416,Susana,Alva,M,1989-10-31,licenciatura,docente,rafael.juárez@hotmail.com,960.718.063,61732700378063,4082973042
417,Andrés,Cisneros,M,1982-12-17,licenciatura,docente,mariano.sauceda@yahoo.com,958.138.439,80387907361895,1016144965
418,Lourdes,Cruz,F,1995-07-27,licenciatura,docente,emilio.arevalo@yahoo.com,927-055-443,74373036558906,3040523215
419,Esperanza,Ontiveros,F,1991-03-10,licenciatura,docente,yolanda.montemayor@hotmail.com,963.458.768,52159307661746,6535818122
420,María,Colón,M,1993-10-15,licenciatura,docente,rodrigo.botello@gmail.com,968611626,98111190498127,9252429644
421,María Luisa,Rolón,M,1981-01-05,licenciatura,docente,olivia.benavídez@yahoo.com,967.926.335,46343645976447,7008340433
422,Marcela,Cuellar,M,1985-01-23,licenciatura,docente,gloria.coronado@gmail.com,913-101-646,65472155535277,8301109000
423,Marilu,Partida,M,1998-03-07,licenciatura,docente,maría.galván@hotmail.com,984.553.298,88479592163338,3612509230
424,Leonor,Avilés,F,1995-10-08,licenciatura,docente,diana.gaona@yahoo.com,942-500-055,36269423045374,8565951530
425,Elisa,Arias,M,1997-11-15,licenciatura,docente,armando.sarabia@yahoo.com,948.660.522,28168989934938,6679471922
426,Reina,Baca,F,1982-08-11,licenciatura,docente,luisa.sanabria@gmail.com,970523206,54849331794884,2094706553
427,Ricardo,Tovar,M,1998-01-10,licenciatura,docente,bernardo.zayas@gmail.com,979 227 201,54259594775363,5100975905
428,Olivia,Gálvez,F,1984-01-16,licenciatura,docente,ariadna.galarza@hotmail.com,980-441-568,56427295025401,5219587592
429,Blanca,Morales,M,1987-01-07,licenciatura,docente,caridad.tello@gmail.com,973 649 847,86959872963470,4061035095
430,Manuela,Escamilla,F,1985-09-07,licenciatura,docente,gabriel.ochoa@yahoo.com,946-735-371,14907530184410,2860575390
431,Luis,Reynoso,M,1997-07-28,licenciatura,docente,germán.juárez@hotmail.com,973 893 986,29774323366898,1452261635
432,Florencia,Valles,F,1991-11-12,licenciatura,docente,ramón.espinoza@gmail.com,951.348.902,41036227043218,2451566276
433,Julio,Ordóñez,F,1993-10-16,licenciatura,docente,elena.madrid@yahoo.com,929-014-031,26743546237956,1037388141
434,Santiago,Lemus,F,1992-12-24,licenciatura,docente,jacobo.nieto@hotmail.com,994-017-463,78272604334514,9812332959
435,Guillermina,Terrazas,F,1988-02-13,licenciatura,docente,pilar.pedraza@gmail.com,966.052.839,50168885072207,2599949396
436,Jaime,Menéndez,M,1997-10-14,licenciatura,docente,antonio.alba@gmail.com,959254118,99408783502729,2782911489
437,Gerardo,Jasso,F,1995-09-19,licenciatura,docente,francisco.brito@yahoo.com,961-962-269,13556673884715,1600562993
438,Alejandro,Páez,M,1996-07-09,licenciatura,docente,concepción.lira@yahoo.com,992234246,37807668880350,4355152468
439,Mayte,Arevalo,M,1992-10-05,licenciatura,docente,jorge.peralta@yahoo.com,963228515,73057134261261,8478371426
440,Estela,Sierra,F,1981-11-09,licenciatura,docente,leonor.lara@hotmail.com,944.715.575,85879230555034,7946898507
441,Martín,Meraz,M,1982-09-03,licenciatura,docente,maría soledad.vergara@gmail.com,998.894.072,85156732551275,9511580548
442,Florencia,Melgar,F,1997-01-25,licenciatura,docente,francisca.esparza@gmail.com,921-567-855,28749495198049,2356715397
443,Mariano,Saldaña,M,1990-03-28,licenciatura,docente,cecilia.vaca@hotmail.com,971405152,72532886266729,8341966982
444,Mario,Dueñas,M,1994-01-27,licenciatura,docente,miguel.sanches@hotmail.com,960.470.026,15259462349623,8047919484
445,Óscar,Peres,F,1990-08-14,licenciatura,docente,césar.valladares@yahoo.com,956.376.380,56583739355613,2403223616
446,María,Palacios,F,1983-11-26,licenciatura,docente,marisol.chacón@hotmail.com,965 372 937,72221647737748,3341028470
447,Marcela,Porras,F,1997-09-22,licenciatura,docente,eloisa.delagarza@hotmail.com,989.038.160,34189160827008,6682152849
448,Diana,Villareal,M,1995-12-22,licenciatura,docente,cecilia.chavarría@hotmail.com,941.339.621,77115291062935,7117047902
449,Miguel Ángel,Galindo,M,1982-01-30,licenciatura,docente,daniel.ramón@yahoo.com,940.222.321,44124031284282,4964821579
